Species_abbr	Species_class	Name	Total_Genes	KEGG	Reactome	Biocyc	Panther	GO	Genes_with_KEGG_annotation	Genes_with_Reactome_annotation	Genes_with_BioCyc_aanotation	Genes_with_Panther_annotation	Genes_with_GO_annotation
abp	Fungi	Agaricus bisporus var. burnettii JB137-S8	11271	118	0	0	0	0	1899	0	0	0	0
abq	Bacteria	Azospirillum brasilense Az39	6501	124	0	0	0	0	1995	0	0	0	0
abr	Bacteria	Acinetobacter baumannii MDR-TJ	4047	115	0	0	0	0	1146	0	0	0	0
abs	Bacteria	Azospirillum brasilense Sp245	7962	124	0	0	0	0	1940	0	0	0	0
abt	Bacteria	Arcobacter butzleri ED-1	2226	99	0	0	0	0	836	0	0	0	0
abu	Bacteria	Arcobacter butzleri RM4018	2333	99	0	0	0	0	825	0	0	0	0
abv	Fungi	Agaricus bisporus var. bisporus H97	10444	117	0	0	0	0	1882	0	0	0	0
abw	Bacteria	Acinetobacter baumannii AC29	3769	114	0	0	0	0	1089	0	0	0	0
abx	Bacteria	Acinetobacter baumannii 1656-2	3913	115	0	0	0	0	1120	0	0	0	0
aby	Bacteria	Acinetobacter baumannii AYE	3890	116	0	0	0	0	1128	0	0	0	0
abz	Bacteria	Acinetobacter baumannii MDR-ZJ06	3925	116	0	0	0	0	1127	0	0	0	0
gga	Animals	Gallus gallus (chicken)	23827	168	1413	0	107	14655	4913	2503	0	352	12711
rry	Bacteria	Rathayibacter rathayi	2975	109	0	0	0	0	798	0	0	0	0
ggo	Animals	Gorilla gorilla gorilla (western lowland gorilla)	26094	329	0	0	0	0	8339	0	0	0	0
ggh	Bacteria	Geobacillus sp. GHH01	3587	110	0	0	0	0	1242	0	0	0	0
splk	Bacteria	Sphingomonas sp. LK11	3638	115	0	0	0	0	1093	0	0	0	0
splm	Bacteria	Sphingomonas sp. LM7	3919	116	0	0	0	0	1107	0	0	0	0
splu	Bacteria	Streptomyces pluripotens	6454	128	0	0	0	0	1425	0	0	0	0
sply	Bacteria	Serratia plymuthica PRI-2C	5107	120	0	0	0	0	1731	0	0	0	0
iva	Bacteria	Isoptericola variabilis	3080	113	0	0	0	0	958	0	0	0	0
twh	Bacteria	Tropheryma whipplei Twist	862	79	0	0	0	0	424	0	0	0	0
twi	Bacteria	Thermoanaerobacter wiegelii	2794	104	0	0	0	0	929	0	0	0	0
tws	Bacteria	Tropheryma whipplei TW08/27	839	79	0	0	0	0	432	0	0	0	0
eyy	Bacteria	Eggerthella sp. YY7918	2730	94	0	0	0	0	710	0	0	0	0
ctra	Bacteria	Chlamydia trachomatis IU888	903	70	0	0	0	0	375	0	0	0	0
ctrg	Bacteria	Chlamydia trachomatis G/SotonG1	944	71	0	0	0	0	414	0	0	0	0
ctrf	Bacteria	Chlamydia trachomatis F/SotonF3	944	71	0	0	0	0	415	0	0	0	0
dey	Bacteria	Dechloromonas sp. HYN0024	3144	114	0	0	0	0	1004	0	0	0	0
dez	Bacteria	Deinococcus irradiatisoli	3007	111	0	0	0	0	843	0	0	0	0
tpie	Archaea	Thermococcus piezophilus	2126	85	0	0	0	0	537	0	0	0	0
jde	Bacteria	Jonesia denitrificans	2638	106	0	0	0	0	882	0	0	0	0
deq	Bacteria	Devosia sp. H5989	4615	123	0	0	0	0	1454	0	0	0	0
der	Animals	Drosophila erecta	14304	136	0	0	0	241	3003	0	0	0	104
des	Bacteria	Desulfuromonas soudanensis	3583	106	0	0	0	0	1026	0	0	0	0
det	Bacteria	Dehalococcoides mccartyi 195	1642	80	0	0	0	0	518	0	0	0	0
deu	Bacteria	Desulfuromonas sp. DDH964	3665	106	0	0	0	0	1065	0	0	0	0
dev	Bacteria	Dehalococcoides mccartyi VS	1491	80	0	0	0	0	523	0	0	0	0
dew	Bacteria	Dehalogenimonas sp. WBC-2	1800	87	0	0	0	0	533	0	0	0	0
deh	Bacteria	Dehalococcoides mccartyi CBDB1	1510	80	0	0	0	0	527	0	0	0	0
dei	Bacteria	Devosia sp. I507	3917	115	0	0	0	0	1241	0	0	0	0
dej	Bacteria	Pseudodesulfovibrio indicus	3611	104	0	0	0	0	1071	0	0	0	0
del	Bacteria	Delftia sp. Cs1-4	6031	124	0	0	0	0	1695	0	0	0	0
den	Bacteria	Candidatus Doolittlea endobia	725	63	0	0	0	0	338	0	0	0	0
deo	Bacteria	Desulfobulbus sp. ORNL	2456	96	0	0	0	0	723	0	0	0	0
deb	Bacteria	Dehalococcoides mccartyi BAV1	1436	80	0	0	0	0	516	0	0	0	0
dec	Bacteria	Dehalobacter sp. CF	3040	100	0	0	0	0	814	0	0	0	0
ded	Bacteria	Dehalobacter sp. DCA	3038	99	0	0	0	0	813	0	0	0	0
def	Bacteria	Desulfovibrio sp. G11	3099	103	0	0	0	0	823	0	0	0	0
deg	Bacteria	Dehalococcoides mccartyi GT	1485	78	0	0	0	0	509	0	0	0	0
csm	Bacteria	Campylobacter subantarcticus LMG 24374	1783	89	0	0	0	0	707	0	0	0	0
csl	Plants	Coccomyxa subellipsoidea	10009	121	0	0	0	0	2204	0	0	0	0
cso	Bacteria	Clostridium cf. saccharolyticum K10	3124	96	0	0	0	0	720	0	0	0	0
csn	Bacteria	Cyanobacterium stanieri	2941	107	0	0	0	0	922	0	0	0	0
csi	Bacteria	Cronobacter malonaticus CMCC45402	4417	117	0	0	0	0	1525	0	0	0	0
csh	Bacteria	Clostridium saccharolyticum WM1	4389	109	0	0	0	0	1286	0	0	0	0
csk	Bacteria	Cronobacter sakazakii ES15	4018	118	0	0	0	0	1507	0	0	0	0
csj	Bacteria	Cronobacter sakazakii ATCC 29544	4620	118	0	0	0	0	1541	0	0	0	0
actp	Bacteria	Actinomyces gaoshouyii	1997	91	0	0	0	0	714	0	0	0	0
csd	Bacteria	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	2640	98	0	0	0	0	914	0	0	0	0
csg	Bacteria	Cylindrospermum stagnale	6738	119	0	0	0	0	1197	0	0	0	0
csf	Bacteria	Campylobacter subantarcticus LMG 24377	1884	88	0	0	0	0	702	0	0	0	0
actt	Bacteria	Actinobaculum sp. 313	2384	89	0	0	0	0	590	0	0	0	0
csc	Bacteria	Caldicellulosiruptor saccharolyticus	2844	97	0	0	0	0	795	0	0	0	0
csb	Bacteria	Clostridium saccharobutylicum	4552	106	0	0	0	0	1240	0	0	0	0
acti	Bacteria	Actinoalloteichus sp. GBA129-24	6264	123	0	0	0	0	1297	0	0	0	0
csy	Archaea	Cenarchaeum symbiosum	2066	87	0	0	0	0	567	0	0	0	0
csx	Bacteria	Corynebacterium singulare	2651	102	0	0	0	0	809	0	0	0	0
actn	Bacteria	Actinoplanes sp. N902-109	8283	133	0	0	0	0	1623	0	0	0	0
csz	Bacteria	Cronobacter sakazakii Sp291	4287	118	0	0	0	0	1518	0	0	0	0
csu	Archaea	Candidatus Caldiarchaeum subterraneum	1790	92	0	0	0	0	617	0	0	0	0
cst	Bacteria	Acetoanaerobium sticklandii	2688	96	0	0	0	0	907	0	0	0	0
csw	Bacteria	Chlamydia trachomatis Sweden2	917	70	0	0	0	0	396	0	0	0	0
actc	Bacteria	Actinomyces sp. Chiba101	2424	93	0	0	0	0	778	0	0	0	0
csq	Bacteria	Clostridium scatologenes	5423	105	0	0	0	0	1358	0	0	0	0
csp	Bacteria	Corynebacterium simulans	2625	100	0	0	0	0	801	0	0	0	0
css	Bacteria	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	2763	98	0	0	0	0	915	0	0	0	0
csr	Bacteria	Clostridium saccharoperbutylacetonicum	5937	107	0	0	0	0	1559	0	0	0	0
pap	Bacteria	Pseudomonas aeruginosa PA7	6142	121	0	0	0	0	1869	0	0	0	0
bka	Bacteria	Bifidobacterium kashiwanohense PV20-2	2001	90	0	0	0	0	676	0	0	0	0
bko	Bacteria	Bacillus kochii	4713	118	0	0	0	0	1385	0	0	0	0
bkw	Bacteria	Bacillus krulwichiae	4867	110	0	0	0	0	1333	0	0	0	0
bks	Bacteria	Bifidobacterium kashiwanohense JCM 15439 = DSM 21854	2014	93	0	0	0	0	662	0	0	0	0
sect	Bacteria	Secondary endosymbiont of Ctenarytaina eucalypti	963	75	0	0	0	0	490	0	0	0	0
samb	Bacteria	Streptomyces ambofaciens	7892	129	0	0	0	0	1615	0	0	0	0
hfe	Bacteria	Helicobacter felis	1668	92	0	0	0	0	610	0	0	0	0
pcz	Bacteria	Pseudomonas chlororaphis PCL1606	6187	122	0	0	0	0	1886	0	0	0	0
pcx	Bacteria	Paenibacillus crassostreae	4407	114	0	0	0	0	1273	0	0	0	0
pcy	Protists	Plasmodium cynomolgi	5716	86	0	0	0	0	839	0	0	0	0
pcr	Bacteria	Psychrobacter cryohalolentis	2578	115	0	0	0	0	934	0	0	0	0
pcs	Fungi	Penicillium rubens	12791	125	0	291	0	0	2070	0	771	0	0
pcp	Bacteria	Pseudomonas chlororaphis subsp. aurantiaca	5915	121	0	0	0	0	1834	0	0	0	0
pcq	Bacteria	Pseudomonas citronellolis	6169	119	0	0	0	0	1885	0	0	0	0
pcv	Bacteria	Pectobacterium carotovorum subsp. odoriferum	4340	116	0	0	0	0	1533	0	0	0	0
pcw	Animals	Phascolarctos cinereus (koala)	25198	329	0	0	0	0	8205	0	0	0	0
pct	Bacteria	Pectobacterium carotovorum subsp. carotovorum PC1	4398	120	0	0	0	0	1645	0	0	0	0
pcu	Bacteria	Candidatus Protochlamydia amoebophila	2075	81	0	0	0	0	480	0	0	0	0
pcj	Bacteria	Paraburkholderia caledonica	6535	126	0	0	0	0	1810	0	0	0	0
pck	Bacteria	Candidatus Pantoea carbekii US	863	82	0	0	0	0	564	0	0	0	0
pch	Bacteria	Pseudomonas chlororaphis PA23	6286	123	0	0	0	0	1982	0	0	0	0
pci	Bacteria	Pseudomonas cichorii	5258	118	0	0	0	0	1701	0	0	0	0
pcn	Bacteria	Cutibacterium acnes 6609	2402	103	0	0	0	0	877	0	0	0	0
pco	Fungi	Phanerochaete carnosa	13925	118	0	0	0	0	2049	0	0	0	0
pcl	Archaea	Pyrobaculum calidifontis	2200	93	0	0	0	0	623	0	0	0	0
pcm	Bacteria	Pedobacter cryoconitis	5044	116	0	0	0	0	981	0	0	0	0
pcb	Protists	Plasmodium chabaudi	5219	88	0	0	0	0	885	0	0	0	0
pcc	Bacteria	Pectobacterium carotovorum subsp. carotovorum PCC21	4361	120	0	0	0	0	1637	0	0	0	0
baab	Bacteria	Bacterium AB1	643	26	0	0	0	0	94	0	0	0	0
pca	Bacteria	Pelobacter carbinolicus	3545	102	0	0	0	0	1021	0	0	0	0
pcf	Animals	Polistes canadensis	10472	136	0	0	0	0	2579	0	0	0	0
pcg	Bacteria	Pseudomonas corrugata	5335	118	0	0	0	0	1681	0	0	0	0
pcd	Bacteria	Mixta calida	4092	116	0	0	0	0	1419	0	0	0	0
pce	Bacteria	Pediococcus claussenii	1976	90	0	0	0	0	675	0	0	0	0
pag	Bacteria	Pseudomonas aeruginosa LESB58	6067	121	0	0	0	0	1874	0	0	0	0
pah	Bacteria	Porphyromonas asaccharolytica	1777	85	0	0	0	0	561	0	0	0	0
harc	Archaea	Haloarculaceae archaeon HArcel1	2641	92	0	0	0	0	664	0	0	0	0
sbr	Bacteria	Fretibacterium fastidiosum	1476	85	0	0	0	0	470	0	0	0	0
sbs	Bacteria	Shewanella baltica OS117	4986	113	0	0	0	0	1289	0	0	0	0
sbp	Bacteria	Shewanella baltica OS223	4676	114	0	0	0	0	1279	0	0	0	0
sbq	Animals	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	22445	329	0	0	0	0	7763	0	0	0	0
mmy	Bacteria	Mycoplasma mycoides subsp. mycoides SC PG1	1053	55	0	0	0	0	346	0	0	0	0
mmx	Archaea	Methanococcus maripaludis C6	1888	86	0	0	0	0	640	0	0	0	0
sbt	Bacteria	Shewanella baltica OS678	4761	113	0	0	0	0	1284	0	0	0	0
mmz	Archaea	Methanococcus maripaludis C7	1855	83	0	0	0	0	640	0	0	0	0
sbz	Bacteria	Salmonella bongori N268-08	4877	118	0	0	0	0	1597	0	0	0	0
mmt	Bacteria	Methylomonas methanica	4673	104	0	0	0	0	1140	0	0	0	0
mmw	Bacteria	Marinomonas sp. MWYL1	4598	122	0	0	0	0	1548	0	0	0	0
mmv	Bacteria	Mycobacteroides abscessus subsp. massiliense GO 06	4637	127	0	0	0	0	1145	0	0	0	0
mmq	Archaea	Methanococcus maripaludis C5	1889	86	0	0	0	0	655	0	0	0	0
mmp	Archaea	Methanococcus maripaludis S2	1772	86	0	0	0	0	653	0	0	0	0
mms	Bacteria	Janthinobacterium sp. Marseille	3750	115	0	0	0	0	1135	0	0	0	0
mmr	Bacteria	Maricaulis maris	3133	113	0	0	0	0	891	0	0	0	0
mmm	Bacteria	Mycobacterium sp. MOTT36Y	5177	126	0	0	0	0	1250	0	0	0	0
sbc	Bacteria	Shigella boydii CDC 3083-94 (serotype 18)	5336	117	0	0	0	0	1456	0	0	0	0
mmo	Bacteria	Mycoplasma mobile	669	52	0	0	0	0	288	0	0	0	0
mmn	Bacteria	Candidatus Midichloria mitochondrii	1262	79	0	0	0	0	455	0	0	0	0
mmi	Bacteria	Mycobacterium marinum M	5570	129	0	0	0	0	1285	0	0	0	0
mmh	Archaea	Methanohalophilus mahii	2095	83	0	0	0	0	703	0	0	0	0
mmk	Bacteria	Morganella morganii	3624	108	0	0	0	0	1312	0	0	0	0
sbe	Bacteria	Candidatus Saccharibacteria bacterium RAAC3_TM7_1	961	50	0	0	0	0	277	0	0	0	0
mme	Bacteria	Marinomonas mediterranea	4330	119	0	0	0	0	1415	0	0	0	0
mmd	Archaea	Methanococcus maripaludis X1	1892	88	0	0	0	0	648	0	0	0	0
mmg	Archaea	Methanothermobacter marburgensis	1806	86	0	0	0	0	633	0	0	0	0
sbi	Plants	Sorghum bicolor (sorghum)	31237	138	0	0	0	0	5201	0	0	0	0
mma	Archaea	Methanosarcina mazei Go1	3438	99	0	0	0	0	869	0	0	0	0
sbo	Bacteria	Shigella boydii Sb227 (serotype 4)	4616	116	0	0	0	0	1460	0	0	0	0
sbl	Bacteria	Shewanella baltica OS155	4711	113	0	0	0	0	1311	0	0	0	0
sbm	Bacteria	Shewanella baltica OS185	4596	113	0	0	0	0	1269	0	0	0	0
zju	Plants	Ziziphus jujuba (Chinese jujube)	33123	137	0	0	0	0	5680	0	0	0	0
mpsy	Bacteria	Methylovulum psychrotolerans	4465	105	0	0	0	0	953	0	0	0	0
cfn	Bacteria	Corynebacterium falsenii	2401	103	0	0	0	0	762	0	0	0	0
rrn	Bacteria	Rickettsia rickettsii Hino	1373	76	0	0	0	0	426	0	0	0	0
rrm	Bacteria	Rickettsia rickettsii Morgan	1436	76	0	0	0	0	428	0	0	0	0
cfk	Bacteria	Corynebacterium frankenforstense	1870	96	0	0	0	0	711	0	0	0	0
kok	Bacteria	Klebsiella oxytoca KONIH1	6322	119	0	0	0	0	2129	0	0	0	0
kom	Bacteria	Klebsiella michiganensis M1	5837	119	0	0	0	0	2099	0	0	0	0
kol	Bacteria	Kosmotoga olearia	2224	94	0	0	0	0	664	0	0	0	0
kon	Bacteria	Candidatus Kinetoplastibacterium oncopeltii	766	73	0	0	0	0	461	0	0	0	0
koc	Bacteria	Klebsiella oxytoca CAV1374	6915	119	0	0	0	0	2140	0	0	0	0
rrh	Bacteria	Rickettsia rickettsii Hauke	1377	76	0	0	0	0	427	0	0	0	0
koe	Bacteria	Klebsiella michiganensis E718	6170	119	0	0	0	0	2101	0	0	0	0
koy	Bacteria	Klebsiella michiganensis HKOPL1	5501	119	0	0	0	0	2073	0	0	0	0
kox	Bacteria	Klebsiella michiganensis KCTC 1686	5598	119	0	0	0	0	2097	0	0	0	0
mamo	Bacteria	Mesorhizobium amorphae	6800	121	0	0	0	0	2050	0	0	0	0
kos	Bacteria	Kordia sp. SMS9	4726	112	0	0	0	0	736	0	0	0	0
kor	Bacteria	Kosakonia oryzae	4926	119	0	0	0	0	1846	0	0	0	0
kot	Bacteria	Kosakonia sp. CCTCC M2018092	4506	117	0	0	0	0	1578	0	0	0	0
rrd	Bacteria	Rubrobacter radiotolerans	3210	110	0	0	0	0	979	0	0	0	0
parc	Bacteria	Parabacteroides sp. CT06	4616	98	0	0	0	0	928	0	0	0	0
parb	Bacteria	Paraburkholderia aromaticivorans	8131	128	0	0	0	0	2290	0	0	0	0
para	Bacteria	Paraburkholderia sp. SOS3	6750	124	0	0	0	0	1966	0	0	0	0
paro	Bacteria	Paracoccus sp. BM15	3910	117	0	0	0	0	1301	0	0	0	0
rrc	Bacteria	Rickettsia rickettsii Colombia	1387	76	0	0	0	0	427	0	0	0	0
rrb	Bacteria	Rickettsia rickettsii Brazil	1369	76	0	0	0	0	427	0	0	0	0
paru	Bacteria	Paracoccus sp. CBA4604	3172	112	0	0	0	0	1134	0	0	0	0
part	Bacteria	Pseudoalteromonas arctica	4424	114	0	0	0	0	1103	0	0	0	0
pars	Bacteria	Paracoccus sp. SC2-6	3163	115	0	0	0	0	1194	0	0	0	0
cfa	Animals	Canis familiaris (dog)	31308	329	1460	0	0	0	7755	2987	0	0	0
pary	Bacteria	Muribaculum intestinale	2752	95	0	0	0	0	707	0	0	0	0
rrz	Bacteria	Rhodococcus ruber	5046	120	0	0	0	0	1337	0	0	0	0
acii	Bacteria	Acidiferrobacter sp. SPIII_3	3425	109	0	0	0	0	908	0	0	0	0
rru	Bacteria	Rhodospirillum rubrum ATCC 11170	3916	115	0	0	0	0	1349	0	0	0	0
acid	Bacteria	Acidovorax carolinensis NA2	3793	120	0	0	0	0	1292	0	0	0	0
rrs	Bacteria	Roseiflexus sp. RS-1	4682	115	0	0	0	0	1068	0	0	0	0
cfs	Bacteria	Chlamydia trachomatis F/SW4	931	70	0	0	0	0	409	0	0	0	0
cfp	Bacteria	Campylobacter fetus subsp. testudinum pet-3	1716	91	0	0	0	0	742	0	0	0	0
vne	Bacteria	Virgibacillus necropolis	4136	115	0	0	0	0	1273	0	0	0	0
vna	Bacteria	Vibrio natriegens	4665	121	0	0	0	0	1513	0	0	0	0
bbev	Bacteria	Bacillus beveridgei	3380	111	0	0	0	0	1158	0	0	0	0
vni	Bacteria	Vibrio nigripulchritudo	5807	116	0	0	0	0	1825	0	0	0	0
tfa	Bacteria	Tessaracoccus flavescens	3561	112	0	0	0	0	911	0	0	0	0
aeu	Bacteria	Actinobacillus equuli	2264	108	0	0	0	0	938	0	0	0	0
pamn	Bacteria	Paracoccus aminovorans	3862	115	0	0	0	0	1289	0	0	0	0
pami	Bacteria	Paracoccus aminophilus	4599	117	0	0	0	0	1574	0	0	0	0
pamg	Bacteria	Pseudomonas amygdali	6276	117	0	0	0	0	1708	0	0	0	0
raf	Bacteria	Rickettsia africae	1167	78	0	0	0	0	420	0	0	0	0
lbr	Bacteria	Lactobacillus brevis ATCC 367	2351	95	0	0	0	0	681	0	0	0	0
lbu	Bacteria	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	2040	84	0	0	0	0	618	0	0	0	0
lbt	Bacteria	Lactobacillus backii	2654	98	0	0	0	0	693	0	0	0	0
lby	Bacteria	Leadbetterella byssophila	3666	107	0	0	0	0	823	0	0	0	0
lbz	Protists	Leishmania braziliensis	8084	99	0	0	0	0	1194	0	0	0	0
gav	Bacteria	Gordonia alkanivorans	4541	124	0	0	0	0	1125	0	0	0	0
gau	Bacteria	Gemmatimonas aurantiaca	3989	120	0	0	0	0	968	0	0	0	0
gar	Bacteria	Glutamicibacter halophytocola	3598	110	0	0	0	0	1084	0	0	0	0
gap	Bacteria	Gilliamella apicola	2869	105	0	0	0	0	1040	0	0	0	0
gao	Bacteria	Geobacter anodireducens	3407	98	0	0	0	0	832	0	0	0	0
gan	Bacteria	Gallibacterium anatis	2587	106	0	0	0	0	941	0	0	0	0
gal	Bacteria	Gluconobacter albidus	3066	108	0	0	0	0	969	0	0	0	0
gak	Bacteria	Glycocaulis alkaliphilus	2912	111	0	0	0	0	864	0	0	0	0
hca	Bacteria	Helicobacter pylori PeCan18	1537	93	0	0	0	0	617	0	0	0	0
gai	Bacteria	Granulosicoccus antarcticus	6835	121	0	0	0	0	1895	0	0	0	0
gah	Archaea	Geoglobus ahangari	2072	88	0	0	0	0	621	0	0	0	0
gag	Bacteria	Glaciecola sp. 4H-3-7+YE-5	4690	118	0	0	0	0	1189	0	0	0	0
gac	Archaea	Geoglobus acetivorans	2274	92	0	0	0	0	646	0	0	0	0
asoc	Bacteria	Aneurinibacillus soli	4198	115	0	0	0	0	1052	0	0	0	0
rav	Bacteria	Rhodococcus aetherivorans	5341	121	0	0	0	0	1369	0	0	0	0
fus	Bacteria	Fusobacterium nucleatum subsp. animalis 4_8	2192	88	0	0	0	0	690	0	0	0	0
mboi	Bacteria	Moraxella bovis	2953	99	0	0	0	0	716	0	0	0	0
mbov	Bacteria	Mycoplasma bovigenitalium	685	51	0	0	0	0	249	0	0	0	0
rau	Bacteria	Rickettsia australis	1297	81	0	0	0	0	428	0	0	0	0
ful	Bacteria	Fusobacterium ulcerans	3273	104	0	0	0	0	932	0	0	0	0
raq	Bacteria	Rahnella aquatilis CIP 78.65 = ATCC 33071	5110	118	0	0	0	0	1825	0	0	0	0
syc	Bacteria	Synechococcus elongatus PCC6301	2580	105	0	0	0	0	909	0	0	0	0
syb	Bacteria	Sphingobium sp. YBL2	5099	118	0	0	0	0	1285	0	0	0	0
sya	Bacteria	Sphingobium yanoikuyae	5152	120	0	0	0	0	1300	0	0	0	0
syg	Bacteria	Synechococcus sp. CC9311	2944	105	0	0	0	0	881	0	0	0	0
syf	Bacteria	Synechococcus elongatus PCC7942	2714	107	0	232	0	0	925	0	568	0	0
sye	Bacteria	Synechococcus sp. CC9902	2355	99	0	0	0	0	839	0	0	0	0
syd	Bacteria	Synechococcus sp. CC9605	2749	104	0	0	0	0	859	0	0	0	0
syj	Bacteria	Synechocystis sp. PCC 6714	3848	113	0	0	0	0	956	0	0	0	0
syi	Bacteria	Sediminicola sp. YIK13	3164	109	0	0	0	0	746	0	0	0	0
syh	Bacteria	Synechococcus sp. WH 8109	2714	99	0	0	0	0	802	0	0	0	0
syo	Bacteria	Synechocystis sp. IPPAS B-1465	3729	115	0	0	0	0	963	0	0	0	0
syn	Bacteria	Synechocystis sp. PCC 6803	3614	114	0	0	47	0	964	0	0	90	0
dgr	Animals	Drosophila grimshawi	15254	136	0	0	0	0	3114	0	0	0	0
syr	Bacteria	Synechococcus sp. RCC307	2583	104	0	0	0	0	851	0	0	0	0
syq	Bacteria	Synechocystis sp. PCC 6803 PCC-P	3218	114	0	0	0	0	1006	0	0	0	0
syp	Bacteria	Synechococcus sp. PCC7002	3237	106	0	0	0	0	929	0	0	0	0
syw	Bacteria	Synechococcus sp. WH8102	2581	104	0	0	0	0	876	0	0	0	0
syv	Bacteria	Synechococcus sp. PCC 73109	3125	104	0	0	0	0	882	0	0	0	0
syu	Bacteria	Synechococcus sp. UTEX 2973	2702	105	0	0	0	0	874	0	0	0	0
syt	Bacteria	Synechocystis sp. PCC 6803 GT-I	3219	114	0	0	0	0	1006	0	0	0	0
syz	Bacteria	Synechocystis sp. PCC 6803	3610	114	0	0	0	0	1013	0	0	0	0
syy	Bacteria	Synechocystis sp. PCC 6803 GT-S	3220	114	0	0	0	0	997	0	0	0	0
syx	Bacteria	Synechococcus sp. WH7803	2586	104	0	0	0	0	863	0	0	0	0
ldb	Bacteria	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	2218	83	0	0	0	0	617	0	0	0	0
lde	Bacteria	Lactobacillus delbrueckii subsp. bulgaricus ND02	2183	93	0	0	0	0	722	0	0	0	0
ldo	Protists	Leishmania donovani	8144	98	0	0	0	0	1113	0	0	0	0
pxy	Animals	Plutella xylostella (diamondback moth)	18783	137	0	0	0	0	3829	0	0	0	0
ldl	Bacteria	Lactobacillus delbrueckii subsp. bulgaricus 2038	1907	89	0	0	0	0	706	0	0	0	0
ster	Bacteria	Sphingopyxis terrae	3795	113	0	0	0	0	1044	0	0	0	0
mavi	Bacteria	Mycobacterium avium subsp. paratuberculosis E1	4449	125	0	0	0	0	1106	0	0	0	0
cuu	Bacteria	Cupriavidus sp. USMAA2-4	7722	127	0	0	0	0	2027	0	0	0	0
cut	Bacteria	Corynebacterium uterequi	2235	100	0	0	0	0	792	0	0	0	0
cus	Bacteria	Corynebacterium ulcerans FRC11	2210	103	0	0	0	0	787	0	0	0	0
cur	Bacteria	Corynebacterium urealyticum DSM 7109	2084	106	0	0	0	0	688	0	0	0	0
cuq	Bacteria	Corynebacterium ulcerans 210931	2303	103	0	0	0	0	786	0	0	0	0
cup	Bacteria	Cupriavidus sp. USMAA1020	7053	128	0	0	0	0	1952	0	0	0	0
sscz	Bacteria	Staphylococcus schleiferi 2317-03	2459	99	0	0	0	0	914	0	0	0	0
cuz	Bacteria	Corynebacterium ulcerans 05146	2336	103	0	0	0	0	783	0	0	0	0
cug	Bacteria	Curtobacterium sp. SGAir0471	3294	113	0	0	0	0	863	0	0	0	0
rga	Bacteria	Rhizobium gallicum	7174	123	0	0	0	0	2114	0	0	0	0
cue	Bacteria	Corynebacterium ulcerans 0102	2417	103	0	0	0	0	796	0	0	0	0
cuc	Bacteria	Corynebacterium ulcerans 809	2246	103	0	0	0	0	791	0	0	0	0
cub	Bacteria	Curtobacterium sp. BH-2-1-1	3610	114	0	0	0	0	995	0	0	0	0
cua	Bacteria	Corynebacterium urealyticum DSM 7111	2007	106	0	0	0	0	700	0	0	0	0
ssck	Fungi	Sporothrix schenckii	10295	119	0	0	0	0	2021	0	0	0	0
rgi	Bacteria	Roseomonas gilardii	4847	124	0	0	0	0	1573	0	0	0	0
cum	Bacteria	Curtobacterium sp. MR_MD2014	3223	113	0	0	0	0	850	0	0	0	0
cul	Bacteria	Corynebacterium ulcerans BR-AD22	2402	103	0	0	0	0	800	0	0	0	0
mavu	Bacteria	Mycobacterium avium subsp. paratuberculosis E93	4458	125	0	0	0	0	1128	0	0	0	0
cui	Bacteria	Cronobacter universalis	4105	117	0	0	0	0	1529	0	0	0	0
cuh	Bacteria	Cupriavidus necator NH9	7507	133	0	0	0	0	2043	0	0	0	0
bim	Animals	Bombus impatiens (common eastern bumble bee)	12279	136	0	0	0	0	2582	0	0	0	0
bih	Bacteria	Candidatus Bipolaricaulis sp. Ch78	1712	81	0	0	0	0	494	0	0	0	0
bii	Bacteria	Bifidobacterium indicum	1413	89	0	0	0	0	552	0	0	0	0
bif	Bacteria	Bacillus infantis	5179	116	0	0	0	0	1381	0	0	0	0
bid	Bacteria	Beijerinckia indica	3982	121	0	0	0	0	1134	0	0	0	0
bic	Bacteria	Bradyrhizobium icense	7714	125	0	0	0	0	1959	0	0	0	0
bit	Bacteria	Bacillus intestinalis	4138	118	0	0	0	0	1297	0	0	0	0
biu	Animals	Bos indicus (zebu cattle)	22150	329	0	0	0	0	8346	0	0	0	0
bip	Bacteria	Brachyspira intermedia	2926	103	0	0	0	0	795	0	0	0	0
bsem	Bacteria	Burkholderia seminalis	6817	130	0	0	0	0	2084	0	0	0	0
bsed	Bacteria	Bradymonas sediminis	3819	107	0	0	0	0	773	0	0	0	0
bacb	Bacteria	Bacillus sp. BH072	3943	116	0	0	0	0	1301	0	0	0	0
ppol	Bacteria	Paenibacillus polymyxa CR1	5306	108	0	0	0	0	1543	0	0	0	0
ppoa	Bacteria	Pectobacterium polaris	4375	120	0	0	0	0	1560	0	0	0	0
baco	Bacteria	Bacillus sp. OxB-1	3689	112	0	0	0	0	1157	0	0	0	0
bacl	Bacteria	Bacillus sp. BS34A	4445	116	0	0	0	0	1373	0	0	0	0
pxl	Bacteria	Paenibacillus xylanexedens	6205	110	0	0	0	0	1727	0	0	0	0
